,NAME,Median Household,state,county,Unnamed: 4
622,"Northumberland County, Pennsylvania",41011,42,97,
623,"Philadelphia County, Pennsylvania",36836,42,101,
624,"Schuylkill County, Pennsylvania",41114,42,107,
625,"Somerset County, Pennsylvania",43429,42,111,
626,"Washington County, Pennsylvania",55124,42,125,
627,"Westmoreland County, Pennsylvania",51531,42,129,
628,"York County, Pennsylvania",57065,42,133,
629,"Kent County, Rhode Island",65631,44,3,
630,"Newport County, Rhode Island",70299,44,5,
631,"Providence County, Rhode Island",48159,44,7,
632,"Washington County, Rhode Island",70433,44,9,
633,"Aiken County, South Carolina",42259,45,3,
634,"Anderson County, South Carolina",41135,45,7,
635,"Beaufort County, South Carolina",57122,45,13,
636,"Berkeley County, South Carolina",50475,45,15,
637,"Charleston County, South Carolina",51694,45,19,
638,"Darlington County, South Carolina",31674,45,31,
639,"Dorchester County, South Carolina",54582,45,35,
640,"Florence County, South Carolina",41331,45,41,
641,"Greenville County, South Carolina",49330,45,45,
642,"Greenwood County, South Carolina",34029,45,47,
643,"Horry County, South Carolina",42075,45,51,
644,"Lancaster County, South Carolina",38500,45,57,
645,"Laurens County, South Carolina",35406,45,59,
646,"Lexington County, South Carolina",53990,45,63,
647,"Oconee County, South Carolina",40565,45,73,
648,"Orangeburg County, South Carolina",31230,45,75,
649,"Pickens County, South Carolina",41800,45,77,
650,"Richland County, South Carolina",47491,45,79,
651,"Spartanburg County, South Carolina",42103,45,83,
652,"Sumter County, South Carolina",39780,45,85,
653,"York County, South Carolina",54439,45,91,
654,"Minnehaha County, South Dakota",52117,46,99,
655,"Pennington County, South Dakota",48906,46,103,
656,"Anderson County, Tennessee",40907,47,1,
657,"Blount County, Tennessee",44351,47,9,
658,"Bradley County, Tennessee",42722,47,11,
659,"Davidson County, Tennessee",47150,47,37,
660,"Greene County, Tennessee",35981,47,59,
661,"Hamilton County, Tennessee",47415,47,65,
662,"Knox County, Tennessee",49165,47,93,
663,"Madison County, Tennessee",39523,47,113,
664,"Maury County, Tennessee",45712,47,119,
665,"Montgomery County, Tennessee",51017,47,125,
666,"Putnam County, Tennessee",31448,47,141,
667,"Robertson County, Tennessee",50510,47,147,
668,"Rutherford County, Tennessee",57174,47,149,
669,"Sevier County, Tennessee",40715,47,155,
670,"Shelby County, Tennessee",45226,47,157,
671,"Sullivan County, Tennessee",40148,47,163,
672,"Sumner County, Tennessee",55917,47,165,
673,"Washington County, Tennessee",41349,47,179,
674,"Williamson County, Tennessee",88759,47,187,
675,"Wilson County, Tennessee",56278,47,189,
676,"Angelina County, Texas",42750,48,5,
677,"Bastrop County, Texas",48652,48,21,
678,"Bell County, Texas",50656,48,27,
679,"Bexar County, Texas",49769,48,29,
680,"Bowie County, Texas",41142,48,37,
681,"Brazoria County, Texas",66250,48,39,
682,"Brazos County, Texas",37913,48,41,
683,"Cameron County, Texas",34374,48,61,
684,"Collin County, Texas",80273,48,85,
685,"Comal County, Texas",72759,48,91,
686,"Coryell County, Texas",51217,48,99,
687,"Dallas County, Texas",47810,48,113,
688,"Denton County, Texas",74981,48,121,
689,"Ector County, Texas",55710,48,135,
690,"Ellis County, Texas",57880,48,139,
691,"El Paso County, Texas",39945,48,141,
692,"Fort Bend County, Texas",88023,48,157,
693,"Galveston County, Texas",60869,48,167,
694,"Grayson County, Texas",44378,48,181,
695,"Gregg County, Texas",45461,48,183,
696,"Guadalupe County, Texas",58270,48,187,
697,"Harris County, Texas",52489,48,201,
698,"Harrison County, Texas",39701,48,203,
699,"Hays County, Texas",58987,48,209,
700,"Henderson County, Texas",38493,48,213,
701,"Hidalgo County, Texas",35098,48,215,
702,"Hunt County, Texas",44303,48,231,
703,"Jefferson County, Texas",41838,48,245,
704,"Johnson County, Texas",56253,48,251,
705,"Kaufman County, Texas",65258,48,257,
706,"Liberty County, Texas",41711,48,291,
707,"Lubbock County, Texas",47309,48,303,
708,"McLennan County, Texas",40633,48,309,
709,"Midland County, Texas",72050,48,329,
710,"Montgomery County, Texas",68428,48,339,
711,"Nacogdoches County, Texas",35587,48,347,
712,"Nueces County, Texas",49338,48,355,
713,"Orange County, Texas",52728,48,361,
714,"Parker County, Texas",60454,48,367,
715,"Potter County, Texas",37823,48,375,
716,"Randall County, Texas",60801,48,381,
717,"Rockwall County, Texas",93054,48,397,
718,"San Patricio County, Texas",46425,48,409,
719,"Smith County, Texas",47745,48,423,
720,"Tarrant County, Texas",56895,48,439,
721,"Taylor County, Texas",44447,48,441,
722,"Tom Green County, Texas",45968,48,451,
723,"Travis County, Texas",60464,48,453,
724,"Victoria County, Texas",52304,48,469,
725,"Walker County, Texas",38369,48,471,
726,"Webb County, Texas",39991,48,479,
727,"Wichita County, Texas",43525,48,485,
728,"Williamson County, Texas",70911,48,491,
729,"Cache County, Utah",48587,49,5,
730,"Davis County, Utah",70335,49,11,
731,"Salt Lake County, Utah",61775,49,35,
732,"Utah County, Utah",60172,49,49,
733,"Washington County, Utah",51063,49,53,
734,"Weber County, Utah",53809,49,57,
735,"Chittenden County, Vermont",64958,50,7,
736,"Albemarle County, Virginia",70312,51,3,
737,"Arlington County, Virginia",102501,51,13,
738,"Augusta County, Virginia",55284,51,15,
739,"Bedford County, Virginia",57000,51,19,
740,"Chesterfield County, Virginia",66881,51,41,
741,"Fairfax County, Virginia",111079,51,59,
742,"Fauquier County, Virginia",82823,51,61,
743,"Frederick County, Virginia",69332,51,69,
744,"Hanover County, Virginia",77424,51,85,
745,"Henrico County, Virginia",59944,51,87,
746,"James City County, Virginia",73632,51,95,
747,"Loudoun County, Virginia",116848,51,107,
748,"Montgomery County, Virginia",45679,51,121,
749,"Prince William County, Virginia",95268,51,153,
750,"Roanoke County, Virginia",56400,51,161,
751,"Rockingham County, Virginia",56074,51,165,
752,"Spotsylvania County, Virginia",71901,51,177,
753,"Stafford County, Virginia",93454,51,179,
754,"York County, Virginia",78073,51,199,
755,"Alexandria city, Virginia",86775,51,510,
756,"Chesapeake city, Virginia",67252,51,550,
757,"Hampton city, Virginia",43785,51,650,
758,"Lynchburg city, Virginia",40477,51,680,
759,"Newport News city, Virginia",49184,51,700,
760,"Norfolk city, Virginia",44030,51,710,
761,"Portsmouth city, Virginia",43904,51,740,
762,"Richmond city, Virginia",39193,51,760,
763,"Roanoke city, Virginia",36651,51,770,
764,"Suffolk city, Virginia",60637,51,800,
765,"Virginia Beach city, Virginia",62855,51,810,
766,"Benton County, Washington",58997,53,5,
767,"Chelan County, Washington",51101,53,7,
768,"Clallam County, Washington",46566,53,9,
769,"Clark County, Washington",57588,53,11,
770,"Cowlitz County, Washington",48417,53,15,
771,"Franklin County, Washington",56631,53,21,
772,"Grant County, Washington",46728,53,25,
773,"Grays Harbor County, Washington",41315,53,27,
774,"Island County, Washington",51893,53,29,
775,"King County, Washington",71834,53,33,
776,"Kitsap County, Washington",62672,53,35,
777,"Lewis County, Washington",40601,53,41,
778,"Pierce County, Washington",57660,53,53,
779,"Skagit County, Washington",52448,53,57,
780,"Snohomish County, Washington",67394,53,61,
781,"Spokane County, Washington",47576,53,63,
782,"Thurston County, Washington",59785,53,67,
783,"Whatcom County, Washington",50186,53,73,
784,"Yakima County, Washington",41917,53,77,
785,"Berkeley County, West Virginia",55134,54,3,
786,"Cabell County, West Virginia",39019,54,11,
787,"Harrison County, West Virginia",41698,54,33,
788,"Kanawha County, West Virginia",46325,54,39,
789,"Monongalia County, West Virginia",49534,54,61,
790,"Raleigh County, West Virginia",40178,54,81,
791,"Wood County, West Virginia",41408,54,107,
792,"Brown County, Wisconsin",51160,55,9,
793,"Dane County, Wisconsin",60081,55,25,
794,"Dodge County, Wisconsin",51151,55,27,
795,"Eau Claire County, Wisconsin",49204,55,35,
796,"Fond du Lac County, Wisconsin",54198,55,39,
797,"Jefferson County, Wisconsin",51235,55,55,
798,"Kenosha County, Wisconsin",51013,55,59,
799,"La Crosse County, Wisconsin",51551,55,63,
800,"Manitowoc County, Wisconsin",47181,55,71,
801,"Marathon County, Wisconsin",51635,55,73,
802,"Milwaukee County, Wisconsin",41959,55,79,
803,"Outagamie County, Wisconsin",56433,55,87,
804,"Ozaukee County, Wisconsin",70899,55,89,
805,"Portage County, Wisconsin",49872,55,97,
806,"Racine County, Wisconsin",54209,55,101,
807,"Rock County, Wisconsin",47118,55,105,
808,"St. Croix County, Wisconsin",67502,55,109,
809,"Sheboygan County, Wisconsin",50678,55,117,
810,"Walworth County, Wisconsin",52057,55,127,
811,"Washington County, Wisconsin",66391,55,131,
812,"Waukesha County, Wisconsin",75368,55,133,
813,"Winnebago County, Wisconsin",49776,55,139,
814,"Wood County, Wisconsin",47726,55,141,
815,"Laramie County, Wyoming",61661,56,21,
816,"Natrona County, Wyoming",58635,56,25,
817,"Arecibo Municipio, Puerto Rico",16151,72,13,
818,"Bayamón Municipio, Puerto Rico",23741,72,21,
819,"Caguas Municipio, Puerto Rico",23583,72,25,
820,"Carolina Municipio, Puerto Rico",25988,72,31,
821,"Guaynabo Municipio, Puerto Rico",34649,72,61,
822,"Mayagüez Municipio, Puerto Rico",15155,72,97,
823,"Ponce Municipio, Puerto Rico",15990,72,113,
824,"San Juan Municipio, Puerto Rico",21309,72,127,
825,"Toa Alta Municipio, Puerto Rico",29170,72,135,
826,"Toa Baja Municipio, Puerto Rico",24523,72,137,
827,"Trujillo Alto Municipio, Puerto Rico",30015,72,139,
