,NAME,income 75K-end,S0601_C01_046E.1,income 50-65K,Health Support,Architectural engineering,Community and Social,Life/Social/Physical science,income 10-15K,Production Occupation,income 15-25K,Fire Fighting,income 65-75K,Construcation & Extraction,income 35-50K,educational attainment,income 25-35K,Transportation,income 0-10K,Computer engineer/science,Sales,Health Technical,Personal care and service,median income,Management income,Health Diagnosing,Busineess Finance Operations,Computer and Math,Office Administrative,"Installation, maintenance, repair",Education,Material Moving,"Arts,sports,design",Building/Grounds Maintenance,"Farming, fishing, forestry",Law Enforcement,Legal,Food Service,state,county,Unnamed: 40
645,"Horry County, South Carolina",6.4,6.4,7.8,30611,61025,28388,66630,13.2,27976,18.2,21478,3,25740,12.5,13.2,12.1,31394,16.4,56250,22297,30125,12627,26510,50523,52086,41544,45440,26316,39908,40281,21418,26250,16290,50217,34801,40475,14437,45,51,
646,"Lancaster County, South Carolina",7.1,7.1,7.9,22831,62308,33461,-666666666,9.6,28638,16.6,33665,2.2,31780,13.2,7.6,12.3,41301,16.6,58853,36024,26250,17930,32341,63990,60684,50129,61625,30350,29227,39495,16598,41212,21093,-666666666,-666666666,-666666666,10719,45,57,
647,"Laurens County, South Carolina",4.1,4.1,7,22141,80093,41668,-666666666,12.7,32074,17.1,26339,1.6,26225,13.1,9.7,11.9,25246,19.8,51274,16400,36591,9010,29600,51671,30283,35408,47328,31078,41853,25068,21979,11406,16146,-666666666,38165,-666666666,10687,45,59,
648,"Lexington County, South Carolina",10.1,10.1,9.1,25058,68962,29429,38326,8.5,34340,15,27442,3.5,27672,14.3,19.4,13,30536,14.2,57919,31144,31963,16043,35110,60647,60125,41830,55882,30758,45940,40209,18819,27004,20526,18734,36336,46176,10628,45,63,
649,"Oconee County, South Carolina",7.9,7.9,6.1,9692,50846,45649,46150,12.4,31630,14.7,25815,3.6,27317,10.1,10.1,14.1,17558,20.5,50423,19407,51036,11717,27807,47241,54014,50964,92683,25107,24078,37462,10506,16466,6795,-666666666,36330,-666666666,8661,45,73,
650,"Orangeburg County, South Carolina",4.5,4.5,5,12851,34993,30411,-666666666,11.5,29893,15.6,21299,1.4,30531,12.9,11.7,12.2,45729,17.9,45389,14942,39262,15833,28092,35651,45096,41397,51286,24145,45450,38173,14160,52105,13385,11443,35522,-666666666,13991,45,75,
651,"Pickens County, South Carolina",6.3,6.3,6,6378,44531,26969,23450,9.1,32080,17.1,26003,2.5,31265,12.2,9.6,10.7,47003,22.9,48170,19031,33644,16225,31032,46821,70198,40840,61402,30992,32096,40439,20802,21673,19921,17374,36584,35323,10071,45,77,
652,"Richland County, South Carolina",9.4,9.4,7.5,21748,72414,33303,41132,9.4,35275,14.7,21533,3.1,25584,12.5,20.2,12.5,31947,19.3,56037,23447,36177,10091,30767,50822,62057,41927,53281,25981,34011,36607,21268,26456,17258,-666666666,33103,60171,11857,45,79,
653,"Spartanburg County, South Carolina",7.5,7.5,7.3,21198,81336,32350,24211,10.2,35527,17.2,27679,2.1,24086,11.5,13.6,12.3,30660,18,69925,22608,35746,11788,30457,51434,57286,42237,62045,25793,40231,33013,25538,37379,20254,19628,40811,67311,8503,45,83,
654,"Sumter County, South Carolina",4.6,4.6,6.4,17933,44577,25000,-666666666,10.4,31517,15.4,30157,2.9,25897,12.3,8.6,14.5,36703,21.4,48882,12492,40837,7077,27083,44157,48236,28034,58447,21758,40455,38117,12206,7264,18678,31301,31104,9443,11381,45,85,
655,"York County, South Carolina",12.3,12.3,9,20157,80679,35570,47604,9.2,35487,14,38442,3.8,30332,11.9,16.9,11.3,40661,16.6,67308,32968,36662,15159,35619,65229,52389,55187,70459,30246,43790,35333,20116,35286,17469,-666666666,42763,72201,16043,45,91,
656,"Minnehaha County, South Dakota",8.6,8.6,10.3,21419,69183,31548,65058,8.1,32046,14.6,36023,3.4,40081,17.7,21.8,14,37660,15.5,52378,29646,34714,20338,33561,61690,46331,48993,50830,30869,39344,37043,26496,26514,20843,21492,42390,250001,15181,46,99,
657,"Pennington County, South Dakota",9.1,9.1,8.8,21223,51590,35241,39921,11.1,31319,15.8,22378,3.9,40054,14.5,20.6,13.5,30969,15.8,52348,33586,41080,20531,31198,50601,46377,40798,75782,27113,48617,31113,20987,30717,16230,28886,36610,61286,15568,46,103,
658,"Anderson County, Tennessee",9.7,9.7,5.6,20199,75297,32436,75220,12.4,25957,17.6,53750,2.3,25032,11.4,13.7,11.4,22996,19.5,61040,17988,31682,7442,29892,71809,75073,45895,47711,29512,41646,40433,22116,50287,12489,-666666666,31672,25021,11692,47,1,
659,"Blount County, Tennessee",8.9,8.9,7.2,19147,81661,47314,96900,11.6,29114,15.7,6037,2.6,32817,10.7,12.7,14.2,35064,19.6,60750,16004,30574,11814,30433,76867,41341,53019,34732,30283,33975,31638,20153,17112,21268,18777,24948,65757,12050,47,9,
660,"Bradley County, Tennessee",6.7,6.7,6.8,22721,68681,24244,61821,10.8,33344,15.1,13965,1.4,23831,12.7,9.2,11.2,40025,19.8,61834,13580,40044,16547,29647,54251,47222,30467,26037,25920,37610,31332,24397,50313,14339,-666666666,30000,91021,8729,47,11,
661,"Davidson County, Tennessee",11.3,11.3,8.5,24081,61115,37922,41533,7.9,28702,15.5,30286,3.7,26279,14.2,20.1,12.8,29090,15.1,56331,32281,40761,17476,32439,61862,61742,51979,54690,28557,32093,36496,20082,36992,18440,-666666666,37256,56576,16144,47,37,
662,"Greene County, Tennessee",5.5,5.5,4.1,24066,50477,30806,-666666666,12.1,25556,18.7,57056,1.7,32366,10.2,11.5,13.5,31883,22.2,24844,13627,23489,16720,26495,36787,49570,33750,4632,25312,45667,34732,22648,45057,11735,-666666666,38723,-666666666,9187,47,59,
663,"Hamilton County, Tennessee",10.3,10.3,6.7,25396,52155,44932,81279,9.3,29434,15.3,36336,3,31013,13.3,15.9,11.4,36086,18.4,65194,25083,32330,13785,31749,67290,56046,45347,66585,27757,47276,37920,20317,30498,15932,20751,51218,74184,14228,47,65,
664,"Knox County, Tennessee",11.2,11.2,7.4,22228,66369,35411,66975,9.7,26221,14.8,28049,3.2,30251,12.8,17.7,11.5,37608,18.4,60221,23352,40416,14162,31999,65416,56772,48511,47115,26098,32263,40689,13497,42164,17789,30842,39410,80455,10621,47,93,
665,"Madison County, Tennessee",7.9,7.9,8,25143,66547,28933,61098,8.6,34964,16.7,50570,2.4,34289,12.9,16,11.1,47943,17.7,65731,20185,23194,15093,28401,60513,59986,40218,62009,27297,24968,36344,31737,18596,16031,21315,51159,122171,8577,47,113,
666,"Maury County, Tennessee",7.5,7.5,6.9,24458,53750,36284,-666666666,10.2,30773,15.2,61702,2.6,32064,15.1,11.2,12.9,46963,19.1,49254,31606,30754,17233,31786,60647,57188,39882,42425,25971,49596,20266,22445,40611,6042,-666666666,56311,-666666666,19243,47,119,
667,"Montgomery County, Tennessee",8.2,8.2,7,16927,64907,34658,45851,7.3,29403,15.5,23503,3.1,26260,15.1,13.5,13.5,38782,14.8,50658,17211,24651,16591,28777,47530,52170,31585,49605,27378,36806,33144,20940,15495,20212,17339,26682,90278,11167,47,125,
668,"Putnam County, Tennessee",5.1,5.1,6.1,22470,42628,38547,-666666666,11.1,26799,18,41680,2,31759,13.2,18.7,9.7,43050,15.3,59651,12451,37876,14660,27209,41855,57406,41609,60818,25081,35728,39243,20483,40432,21659,-666666666,54083,76731,12098,47,141,
669,"Robertson County, Tennessee",7.4,7.4,8.7,25920,67034,50256,55704,8.5,26099,15.2,54563,2.9,31266,14.3,10.9,13.8,47563,14.3,66138,36896,30325,12679,32276,51253,60881,62137,80746,32389,34226,37542,14737,14943,14221,21756,47338,27385,11255,47,147,
670,"Rutherford County, Tennessee",9.5,9.5,9,20449,60818,30729,28966,8.1,34031,13.5,28879,3.1,35414,15.4,20.2,11.8,36106,16.7,61002,27145,40781,17065,34234,61308,61871,53145,68315,31460,42353,38265,24698,22168,24875,18793,46194,39640,10187,47,149,
671,"Sevier County, Tennessee",4.8,4.8,8.5,19971,-666666666,37514,-666666666,13.7,33381,19.2,-666666666,1.8,36978,12.7,11.5,13.7,31835,16.4,45922,14810,46675,14566,24589,38201,65616,53078,46532,25810,30868,43794,14971,22216,20027,-666666666,38304,51480,15619,47,155,
672,"Shelby County, Tennessee",10.4,10.4,7.5,25029,62894,40277,46980,9.4,26483,15.6,25850,3.1,25213,11,15.5,11.1,32413,16.6,62552,28766,38076,16810,31054,65441,68130,51940,66645,27882,40690,40336,20058,31661,16718,16275,50436,64246,11894,47,157,
673,"Sullivan County, Tennessee",7.7,7.7,7.4,18042,69323,43750,64956,9.2,38400,17.4,25554,2.1,25009,11.5,14,12.1,28066,19.8,55156,21180,26573,11638,28271,50385,51746,55445,45373,24119,40139,35916,21758,21880,16001,20951,32417,86772,8605,47,163,
674,"Sumner County, Tennessee",10.6,10.6,9.1,20160,57005,31411,50822,8.1,31275,15.1,38672,4.1,31435,14.1,18.7,13.4,35296,14.5,51654,31116,31778,14516,35303,65930,60966,48564,58646,30114,51492,37706,25120,39487,14661,-666666666,42837,61191,15011,47,165,
675,"Washington County, Tennessee",8.2,8.2,7.7,26829,91215,34041,52024,10.5,40055,15.3,27016,3,30824,10.8,15.8,11.2,52000,20.7,61289,21337,29842,12063,30196,51111,60344,56954,58014,19793,41070,24382,27178,20118,12802,-666666666,-666666666,200284,11524,47,179,
676,"Williamson County, Tennessee",27.1,27.1,9.3,27961,89661,41939,65697,5.9,55661,8.3,7301,4,41024,9.1,32,8.2,24269,14.4,86664,66695,31347,7362,54227,101312,71182,76944,86991,28146,56715,40276,22831,31729,19497,36442,49398,98333,10702,47,187,
677,"Wilson County, Tennessee",13.9,13.9,8.9,20066,76070,42742,-666666666,7.4,37674,12,18557,3.6,31128,15.2,19.9,11.1,14755,14.5,71880,31559,34574,18721,37209,68497,50952,65691,68450,29085,40511,37561,18193,26342,23553,-666666666,50667,60880,15505,47,189,
678,"Angelina County, Texas",6.1,6.1,9.1,18894,140669,31590,-666666666,10.2,25750,19.5,15332,2.6,32193,10,10.3,9.5,21115,20,140796,15826,24706,20901,29772,47412,52454,54072,-666666666,24264,56234,40721,15525,9222,23861,9717,39866,200115,6388,48,5,
679,"Bastrop County, Texas",10.7,10.7,8.5,20191,57333,42262,31202,7.7,20762,15.3,38616,3.6,32406,11.4,12.6,12,36889,14,58321,15655,32338,250001,33308,73025,62253,51467,61566,31105,38107,33056,18226,29250,22827,14086,69286,102025,18613,48,21,
680,"Bell County, Texas",8.7,8.7,7.5,25824,52256,39317,78694,8,22201,16.1,32298,2.4,24438,12.3,17,12.4,37257,17.8,54021,17081,37636,16956,27080,41031,50803,40739,57953,24846,30082,40487,21023,30763,18351,-666666666,35084,75519,12867,48,27,
681,"Bexar County, Texas",9.7,9.7,7.8,21584,71067,40893,56643,8.9,31337,15.1,28807,3.1,30421,11.1,15,11.5,36070,16.8,65328,27290,31673,13873,31045,55220,68429,50178,66629,27453,35172,47392,20551,36326,17427,11999,50748,64697,14998,48,29,
682,"Bowie County, Texas",7.1,7.1,6.1,18976,56614,35309,-666666666,9.5,27180,16.1,27039,1.7,30942,10.9,9.7,12.3,50991,16.3,51095,20246,26190,18889,30431,60596,38996,40583,51852,26776,46004,32054,12096,45529,17108,-666666666,38285,32090,16011,48,37,
683,"Brazoria County, Texas",16.3,16.3,10.3,30455,90198,47160,70711,6.8,61073,9.9,12023,3.6,40646,11.5,19,9.7,40360,11.9,80009,34123,40211,11921,43776,80000,77677,65608,66547,33389,60201,46470,24795,17314,15571,2499,41500,72438,10871,48,39,
684,"Brazos County, Texas",9.8,9.8,5.7,22949,25067,31322,28706,9,29533,14,16860,2.1,30919,10.5,23.8,8.8,21117,23.9,35861,17486,36885,15319,26230,47087,71348,47435,41427,17054,35332,41472,16250,7120,18780,10794,46250,95703,12197,48,41,
685,"Cameron County, Texas",4.7,4.7,4.6,12362,91944,35158,-666666666,11.9,24909,15.4,27086,1.7,19230,8,13.3,8.2,34274,21.2,52552,16741,29804,11806,22171,45238,60466,40913,52398,20621,28534,41084,19039,25018,14532,18571,56538,51875,12349,48,61,
686,"Collin County, Texas",23.2,23.2,9.1,27727,100305,40261,51660,5.4,34367,10.6,52169,4.3,27362,11.3,31,8.2,31771,11.6,89025,41054,36822,16089,50226,90327,71317,69378,87440,33570,41359,42312,17106,41392,18768,35760,72443,86005,16177,48,85,
687,"Comal County, Texas",13.5,13.5,10.6,21865,89029,29600,-666666666,7,29032,14,35233,3.9,35614,10.7,21.2,11.9,26153,13.9,65427,33903,60806,16292,35218,60966,55220,49607,47052,26242,40775,48094,28923,8323,17467,-666666666,57416,61232,10909,48,91,
688,"Coryell County, Texas",5,5,6.7,30130,68899,31366,-666666666,5.6,37415,15.7,32566,2.4,40223,14.6,7.7,12.7,52121,13.4,58418,25210,35271,12316,31157,46689,45884,75082,36893,25715,32262,40201,18724,-666666666,22838,-666666666,40250,36856,7258,48,99,
689,"Dallas County, Texas",11.5,11.5,7.6,21919,69476,39552,42026,8.3,27777,16,24889,2.9,26200,11.5,19.7,11.3,31854,14.1,71674,26793,36956,17054,31650,66700,70626,54435,75827,30400,31626,41387,21315,42167,18228,24640,42566,100278,16013,48,113,
690,"Denton County, Texas",18.1,18.1,9.2,24350,86132,43684,51197,6.6,36158,11.7,24601,4.2,30986,12.9,29,10.4,41813,13.8,79604,36050,35016,15967,41336,75993,66283,61312,80386,34174,46816,45127,25392,37870,21515,12431,55480,58493,14407,48,121,
691,"Ector County, Texas",14.4,14.4,8.4,9060,91055,36678,70862,9.3,60021,12,38682,3.4,50920,10.5,12.4,11.5,48476,14.6,79346,28026,26612,9041,36044,50951,53839,42251,78663,26593,46680,44411,37140,29869,21700,-666666666,50265,116376,16204,48,135,
692,"Ellis County, Texas",11.1,11.1,10.8,16518,66914,36104,41643,6.7,35047,13.2,37006,4.2,37375,14.1,16.7,11.3,30690,13.8,67333,30234,35802,39673,37121,65364,52333,64187,80108,30532,38791,46435,25712,30241,23449,-666666666,61597,100109,10458,48,139,
693,"El Paso County, Texas",6.1,6.1,6.5,17341,53438,45130,14237,10,21783,15.4,35246,2.2,24610,10.4,17.8,10.6,31769,18.7,51100,19145,31073,10530,26269,52735,55514,37714,55343,22885,35807,46666,19798,20824,15273,28397,71699,42379,14082,48,141,
694,"Fort Bend County, Texas",21.8,21.8,9,33047,121703,41408,91894,6.6,34883,9.8,20952,3.3,37025,9.9,25.6,7.9,41047,13,104066,27274,51575,16271,49124,90488,83804,70992,99342,34477,36014,47542,21363,92245,22398,23933,60870,62003,12656,48,157,
695,"Galveston County, Texas",18.4,18.4,9.2,25527,82500,33936,60318,7.8,57513,12,8057,3.2,31899,9.2,19.3,9.4,30323,15.7,86140,21320,50131,8837,42126,90081,66846,60440,90386,34778,56342,45079,14130,31631,15622,27141,56190,94409,15504,48,167,
696,"Grayson County, Texas",9.1,9.1,8.5,20276,52581,43787,32000,9,27380,16.9,60754,1.7,26023,12.5,11.9,13,32746,17.9,56632,18977,36955,11546,30108,60978,61887,50410,70715,26153,29688,41334,25552,23812,6446,20266,44125,116269,14290,48,181,
697,"Gregg County, Texas",8,8,7.3,22232,72055,40643,-666666666,9.5,35642,18,30698,4.2,61975,12.3,13.9,10.4,16771,17.8,71688,23054,38832,17511,30572,63940,47979,66625,32068,25633,35981,37921,30291,16250,16492,29829,30625,72127,12405,48,183,
698,"Guadalupe County, Texas",12.1,12.1,10.1,20847,90705,60169,65604,8,31864,15.5,21705,4.4,36348,11.4,17.1,9.2,35876,14.1,67443,26547,47333,10750,35224,63136,70601,56303,66872,33127,41944,42895,33716,38621,13740,12885,48135,30527,16149,48,187,
699,"Harris County, Texas",13.3,13.3,7.9,21754,86805,40661,70617,8,32198,14.3,27008,3.5,27699,11.3,19.6,9.8,38087,14.2,77256,28185,34127,15780,35106,76676,66824,61204,71710,30875,36053,46357,25370,38447,15788,28498,50765,85620,15270,48,201,
700,"Harrison County, Texas",7.8,7.8,5.9,17745,71659,24072,-666666666,11.6,28789,17.9,-666666666,3.1,22368,9.4,10.6,12.3,31507,16.2,49670,11744,30054,16043,29099,50105,80307,27294,37860,26528,70212,30406,65448,-666666666,13877,26611,31795,-666666666,20398,48,203,
701,"Hays County, Texas",11.2,11.2,8.7,23407,71914,38894,55754,8.7,35794,13.3,47779,3.1,29126,12.7,24.7,10.7,40850,18.6,70852,24314,42602,12961,31838,62303,53345,46500,80858,26673,33869,41656,25374,41920,13608,9639,46465,77025,10823,48,209,
702,"Henderson County, Texas",7.9,7.9,7.9,16702,68076,16832,36354,9.9,22716,16.7,36094,2.8,43618,10.5,14.4,12.7,34960,17.8,49688,25932,58382,14700,31002,51754,62021,31447,-666666666,24465,49712,43715,25782,65662,15011,8398,40126,82069,11649,48,213,
703,"Hidalgo County, Texas",5.4,5.4,4.6,15421,81981,37051,19335,10.9,23007,14.1,20641,1.7,26142,7.7,15.1,8.7,30263,22.5,40644,15056,30736,12075,21924,45739,66296,37113,30903,21128,26329,43030,16535,17093,10457,12751,71602,44076,12465,48,215,
704,"Hunt County, Texas",7.3,7.3,7.6,20538,80285,47346,-666666666,12.9,41250,13.1,35436,2.2,32190,10.9,10.4,11.7,27034,19,70435,25481,31182,21488,31292,55665,75963,41007,63092,26013,31742,30155,27011,25988,18137,31607,52188,33457,13529,48,231,
705,"Jefferson County, Texas",9.1,9.1,7.1,23833,69324,40611,61096,9.1,42092,13.6,19471,3,38045,13.3,13.3,9.5,39364,15.3,66458,20691,35566,16769,32834,61775,65989,59938,52250,27978,47328,42226,26767,22274,18180,12470,41260,45694,12455,48,245,
706,"Johnson County, Texas",10.7,10.7,8.1,27225,66281,37574,140234,8.9,37533,15,21282,3.3,40094,13.5,13,9.8,38859,14.3,70167,30515,36406,13754,36876,71957,57047,52997,70472,31246,37344,45880,31875,50611,17062,23581,61351,80966,15184,48,251,
707,"Kaufman County, Texas",10.9,10.9,7.9,16773,93239,51815,-666666666,10,29315,10.2,75601,4,30628,12.7,13.9,9.7,33783,21.3,70540,16715,36733,25102,36521,70719,70189,61529,46929,36852,43318,44060,8917,38255,10117,-666666666,44798,72090,11690,48,257,
708,"Liberty County, Texas",10,10,9,11151,-666666666,22284,-666666666,8.5,41061,12.4,-666666666,2.4,50934,12.7,8.3,8.1,52245,15.6,51483,20607,15278,21088,40328,82100,79162,56593,-666666666,29393,60394,47383,50384,11232,14115,38933,45140,-666666666,11850,48,291,
709,"Lubbock County, Texas",8.5,8.5,6.7,17933,52077,31577,25959,9,26221,16,19592,3.1,39216,12,15.5,10.3,31020,21.7,41593,26011,35447,14331,27953,57736,52246,48984,43148,23904,36485,38401,17625,26791,19684,3108,50682,30750,11245,48,303,
710,"McLennan County, Texas",6.9,6.9,7.7,17642,61440,44045,32480,10.5,30209,15.8,19700,3.5,22921,10.8,14.2,10.1,23339,19.3,61370,22592,29193,13427,27496,50578,61650,44606,62190,24804,34679,41591,23601,11511,18948,32049,41314,58426,8943,48,309,
711,"Midland County, Texas",19.7,19.7,9.2,37264,97758,55611,80625,6.5,51263,11.7,52138,4.7,60361,12.6,20.1,8.5,61429,13.2,77180,31726,36569,20981,46540,71929,65814,76566,49544,35270,60577,32316,55644,14259,20609,-666666666,95246,121640,17929,48,329,
712,"Montgomery County, Texas",17.6,17.6,8.5,22399,120574,59979,136395,7.7,46144,11.3,26528,4.1,39447,10.2,20.7,9.5,36334,14.5,95321,34366,34124,13323,41828,102091,80258,71877,67537,35253,46262,45209,23192,35871,18548,18575,66303,66349,13308,48,339,
713,"Nacogdoches County, Texas",6.5,6.5,7.8,8069,-666666666,55395,100556,10.4,35525,14.6,-666666666,1.9,26166,10.9,16.6,8.4,51442,22.5,45171,31764,55140,4272,28950,42275,60252,53570,36875,17196,37138,31222,50523,2499,8199,41373,6975,29399,15132,48,347,
714,"Nueces County, Texas",9.4,9.4,8.1,22199,71000,32047,60808,9.4,33743,15.2,41968,2.8,35208,11,12.3,10.4,41629,19.1,60822,25806,31637,17058,30638,52223,64600,52848,51858,28155,45811,42480,21549,32551,14848,11555,41640,81526,11376,48,355,
715,"Orange County, Texas",11.5,11.5,9.1,25343,61786,35086,53077,8.7,60608,13.8,33225,3.2,51041,10.7,12.3,10.3,50928,18.6,51238,34438,48601,11879,36563,109604,52130,40866,45151,30621,36223,31690,33527,50885,17831,-666666666,42037,100656,10098,48,361,
716,"Parker County, Texas",14.9,14.9,8.4,18125,99243,23750,111203,8.1,52683,13.2,52336,3.1,32263,12.4,19.1,11.3,45064,16.2,98832,32479,48672,20282,37230,52083,77512,51216,76250,27960,47866,40114,31199,47602,16710,43392,43977,75954,13321,48,367,
717,"Potter County, Texas",7.8,7.8,6.9,19206,66750,38289,-666666666,10.2,24727,18.9,62445,1.3,27069,9.8,11.1,10.3,45042,17.6,55793,20399,35211,12651,25577,51371,52963,53475,41940,22937,36750,18973,16167,31750,14857,11818,39545,40988,11687,48,375,
718,"Randall County, Texas",12.9,12.9,10.9,20268,100286,36568,78750,8.2,46119,14.3,69567,4.3,41971,14.9,21.6,9.5,51257,14.1,80546,31248,30940,16780,39771,65212,63144,51250,57112,29296,40075,46221,19976,33833,19570,21173,36645,128500,10783,48,381,
719,"Rockwall County, Texas",22.3,22.3,9.4,35339,71680,51057,-666666666,7.2,23564,9.5,4984,2.4,46460,12.6,25.9,8.2,20864,12.9,83199,46168,50361,30243,47285,100357,101685,59131,91809,36095,35415,43148,19300,12295,62359,-666666666,72267,66356,14200,48,397,
720,"San Patricio County, Texas",10.7,10.7,6.9,19580,91875,38432,66154,7.2,46875,14.8,-666666666,2.7,33500,11.4,11.7,10.4,25259,18.2,77111,26490,34973,11316,33477,62337,70625,45410,56875,28639,46070,22368,30064,22635,14727,20962,34253,45702,5431,48,409,
721,"Smith County, Texas",10.1,10.1,7.5,24773,75113,31017,22400,8.6,46585,15,31058,2.2,30878,12,17,11,41563,18,60518,25503,39775,13317,30417,57520,60478,37877,67833,25622,43139,41429,25765,29181,15733,21194,45637,127303,11907,48,423,
722,"Tarrant County, Texas",12.8,12.8,9.6,24256,77476,42162,45673,7.2,31334,14,31739,3.7,30359,11.8,20.7,11,41581,14.7,74365,30620,32083,14580,36009,71130,67885,51944,76598,29728,41669,47047,22554,40396,17367,21648,65397,61998,13351,48,439,
723,"Taylor County, Texas",8.4,8.4,6.7,21821,71715,31208,36145,9,41512,18.3,37326,2.4,30270,12.6,14.4,12.2,48427,19.4,70215,26188,26624,13005,27641,47445,54971,46225,65347,21556,36530,20697,21574,35155,20946,-666666666,32057,90787,15053,48,441,
724,"Tom Green County, Texas",9,9,7.3,18802,48824,41486,46234,8.3,28830,16.7,-666666666,3.1,37659,11.4,15.8,11.9,40625,16.5,60553,31418,26948,17136,30354,57428,51558,40575,61653,25133,40086,35195,16276,50857,10933,19643,49043,62371,16450,48,451,
725,"Travis County, Texas",17.2,17.2,8.8,23386,90301,36583,56779,7,26759,13.3,30607,3.5,26050,13.1,30.9,10.8,30115,11.8,80167,35448,36049,18675,38250,72008,65636,52407,76102,31516,36535,40610,25735,41619,19394,26284,49539,84272,18589,48,453,
726,"Victoria County, Texas",11.8,11.8,8.2,26982,75342,30826,60979,9.9,30991,15.8,24651,2.9,22448,11.5,12.4,10.8,47256,16,60602,20187,27446,15134,31915,65584,62800,52474,56799,30151,51058,45057,31682,-666666666,15384,-666666666,15938,100040,13681,48,469,
727,"Walker County, Texas",3.7,3.7,5.2,9778,-666666666,50567,-666666666,4.7,26789,9.5,39819,2,38690,10.5,15.9,10,35902,12.2,27071,13130,20463,22739,28614,22162,66100,28559,27119,26679,30104,46445,-666666666,7308,15235,-666666666,31775,-666666666,10026,48,471,
728,"Webb County, Texas",5.6,5.6,6.1,15803,59599,33981,-666666666,10,20949,14.7,20885,1.7,26207,7.6,14.9,9.4,32239,20.3,54103,20844,30188,13001,23937,39967,60461,31806,35760,20068,32574,47053,16711,15345,15493,-666666666,61916,42926,11549,48,479,
729,"Wichita County, Texas",6.3,6.3,8.1,26186,54029,48540,35713,10.2,33204,15.1,50919,1.8,31684,11.4,14.2,10.9,30706,18.5,52056,22153,31726,15666,28557,50886,51900,50273,60104,22040,34387,40026,20017,51923,15092,40589,37468,-666666666,11030,48,485,
730,"Williamson County, Texas",17.3,17.3,9.5,27117,82027,39387,56108,6.4,31955,11.2,41409,4.5,36976,14.2,25.3,11,42041,12.7,77296,35649,31636,16786,41770,72138,66457,55047,76015,31869,38600,44195,20554,49474,18760,13015,60192,68818,12314,48,491,
731,"Cache County, Utah",8.3,8.3,5.6,15034,53778,36145,25519,10.6,25775,13.7,41359,2.2,29495,11.7,24.2,9.2,40005,24.5,46878,17955,25326,10520,22009,42751,52451,46230,46985,16804,32320,13212,12213,37598,10742,7404,35521,39591,7138,49,5,
732,"Davis County, Utah",13.9,13.9,8.6,12380,81976,46590,62589,6.3,27487,12.1,26937,4.2,32842,11.8,26.1,10.4,45339,18.4,77232,28964,23156,15201,33905,69746,60761,45988,77374,24315,49798,31905,21308,32962,11124,10346,41903,60875,7213,49,11,
733,"Salt Lake County, Utah",12.5,12.5,7.7,24560,69775,33606,46790,7.9,30703,13.5,36385,4,34881,13.3,20.3,12.2,32406,15.8,65229,31070,32387,14817,32777,61663,66270,51629,70152,27022,40733,31785,21360,32600,16874,9903,46156,78275,12079,49,35,
734,"Utah County, Utah",11.2,11.2,6.4,15601,52067,22874,52190,8.5,26625,12.3,12361,3,35666,9.8,24.1,8.7,32082,24.4,58007,23424,22174,10931,26555,60991,57240,46034,61257,17815,39830,15515,16675,21039,13528,9169,41138,57340,8314,49,49,
735,"Washington County, Utah",8.8,8.8,7.2,11882,62236,22161,-666666666,9.6,27165,14.9,10208,3.1,35173,12,16.5,13,40619,18.2,56354,27317,19907,13255,27321,49083,67153,51975,51071,24549,47695,26158,22243,14564,11794,4449,43180,41570,13234,49,53,
736,"Weber County, Utah",9.5,9.5,8.8,13970,88385,30419,-666666666,8.4,30793,14.3,22598,3.5,32496,13.6,17.3,12.2,38453,17,79023,30679,23531,11176,31029,63021,47184,50468,75609,25795,37180,34431,16824,11231,16187,-666666666,46453,37169,8797,49,57,
737,"Chittenden County, Vermont",14,14,9.5,25080,65618,37789,40684,8.2,31555,12.7,7043,4.3,35219,14.6,28,10.4,21250,19.4,65150,26483,50178,16126,36553,59559,63942,50540,75897,32147,50578,43458,30590,30162,14482,15673,65917,66957,13595,50,7,
738,"Albemarle County, Virginia",20.8,20.8,8.2,23337,42282,51518,57365,7.8,36934,10.5,62094,3.1,31862,12.7,22,7.4,35082,17.7,66345,14133,33806,16875,41415,76044,79476,51933,80079,30750,29048,40097,12206,25426,16502,-666666666,77349,130404,6837,51,3,
739,"Arlington County, Virginia",38.4,38.4,11.6,27140,75613,63182,107404,4,50280,7.3,60054,6.9,34121,7.9,41.9,6.4,41128,9.1,88630,52397,52435,22836,70212,100952,66845,76813,87427,45464,48957,52351,32817,70569,21038,-666666666,92857,135369,15429,51,13,
740,"Augusta County, Virginia",7.1,7.1,7.6,17146,75914,70866,-666666666,10.7,41580,19.1,19441,3.9,36304,14.4,14.9,10.6,35032,14.3,57224,34704,20371,20685,32473,60299,61971,21643,51369,25901,46861,41191,25708,-666666666,21500,24888,-666666666,-666666666,12123,51,15,
741,"Bedford County, Virginia",9.7,9.7,9.1,31265,66824,33525,-666666666,12,36481,14.4,32004,3.5,40433,14.2,12.2,11.1,40056,13.3,70920,21905,27238,11222,35094,60665,57353,41104,72371,28141,40702,36910,22767,16913,20671,-666666666,41634,46349,10662,51,19,
742,"Chesterfield County, Virginia",16.1,16.1,10.6,25009,98546,36985,65365,6.5,41327,11.7,23447,4.6,34258,14.1,19.6,10.9,42268,14.7,77181,33598,46640,16505,40283,73766,69730,60548,76203,32255,42842,41312,23108,42700,21098,-666666666,51473,98452,12087,51,41,
